banks_10mi,banks_1mi,banks_2mi,banks_3mi,banks_5mi,centerxy_full_0p5_intersect_count,centerxy_full_0p5_intersect_gla,centerxy_full_count_10mi,centerxy_full_count_1mi,centerxy_full_count_2mi,centerxy_full_count_3mi,centerxy_full_count_5mi,centerxy_full_gla_10mi,centerxy_full_gla_1mi,centerxy_full_gla_2mi,centerxy_full_gla_3mi,centerxy_full_gla_5mi,centerxy_full_nearest_dist,centerxy_gla_effective_10mi,centerxy_gla_effective_1mi,centerxy_gla_effective_2mi,centerxy_gla_effective_3mi,centerxy_gla_effective_5mi,country_code,dmm_count_10mi,dmm_count_1mi,dmm_count_2mi,dmm_count_3mi,dmm_count_5mi,dmm_gla_10mi,dmm_gla_1mi,dmm_gla_2mi,dmm_gla_3mi,dmm_gla_5mi,dmm_nearest_dist,hrsa_hospitals_10mi,hrsa_hospitals_1mi,hrsa_hospitals_2mi,hrsa_hospitals_3mi,hrsa_hospitals_5mi,hrsa_hospitals_nearest_dist,hrsa_number_of_certified_beds_10mi,hrsa_number_of_certified_beds_1mi,hrsa_number_of_certified_beds_2mi,hrsa_number_of_certified_beds_3mi,hrsa_number_of_certified_beds_5mi,inrix_aadt_ew,inrix_aadt_ns,inrix_afternoon_ew,inrix_afternoon_ns,inrix_breakfast_ew,inrix_breakfast_ns,inrix_dinner_ew,inrix_dinner_ns,inrix_ew_distance,inrix_lunch_ew,inrix_lunch_ns,inrix_night_ew,inrix_night_ns,inrix_ns_distance,inrix_overnight_ew,inrix_overnight_ns,ipeds_postsecondary_nearest_dist,ipeds_postsecondary_schools_10mi,ipeds_postsecondary_schools_1mi,ipeds_postsecondary_schools_2mi,ipeds_postsecondary_schools_3mi,ipeds_postsecondary_schools_5mi,ipeds_postsecondary_schools_total_enrollment_10mi,ipeds_postsecondary_schools_total_enrollment_1mi,ipeds_postsecondary_schools_total_enrollment_2mi,ipeds_postsecondary_schools_total_enrollment_3mi,ipeds_postsecondary_schools_total_enrollment_5mi,military_installations_10mi,military_installations_1mi,military_installations_2mi,military_installations_3mi,military_installations_5mi,nces_private_schools_10mi,nces_private_schools_1mi,nces_private_schools_2mi,nces_private_schools_3mi,nces_private_schools_5mi,nces_private_schools_nearest_dist,nces_private_schools_total_enrollment_10mi,nces_private_schools_total_enrollment_1mi,nces_private_schools_total_enrollment_2mi,nces_private_schools_total_enrollment_3mi,nces_private_schools_total_enrollment_5mi,nces_public_schools_10mi,nces_public_schools_1mi,nces_public_schools_2mi,nces_public_schools_3mi,nces_public_schools_5mi,nces_public_schools_nearest_dist,nces_public_schools_total_enrollment_10mi,nces_public_schools_total_enrollment_1mi,nces_public_schools_total_enrollment_2mi,nces_public_schools_total_enrollment_3mi,nces_public_schools_total_enrollment_5mi,osm_highway_exits_count_10mi,osm_highway_exits_count_1mi,osm_highway_exits_count_2mi,osm_highway_exits_count_3mi,osm_highway_exits_count_5mi,osm_nearest_exit_dist,places_of_worship_10mi,places_of_worship_1mi,places_of_worship_2mi,places_of_worship_3mi,places_of_worship_5mi,store,transitstop_nearest_dist,transitstops
36,5,10,10,25,2,252283.0,16,2,3,7,13,3265491.0,252283.0,402080.0,1883471.0,2841731.0,0.1977149669801342,1817211.39150893,125461.0,125461.0,985518.68793754,1547146.8438989602,US,6,0,0,3,6,2417809.0,0.0,0.0,1395513.0,2417809.0,2.148188392706196,3,0,1,2,3,1.0501855402607048,335.0,0.0,280.0,335.0,335.0,17975,1565,2076.0,221.0,2141.0,206.0,1707.0,173.0,0.0387631763615062,1939.0,171.0,841.0,105.0,0.068222507786081,239.0,42.0,1.7153286965165275,4,0,1,3,4,4192.0,0.0,630.0,3538.0,4192.0,10,0,1,1,8,8,1,1,4,6,0.8976453487851489,648.0,123.0,123.0,493.0,539.0,44,3,13,16,24,0.3238880230457027,19101.0,1819.0,5191.0,6202.0,9338.0,57,0,6,19,38,1.9168132782721443,91,7,29,37,56,SK 1501,0.0430205997939719,7
135,14,16,30,58,0,0.0,40,0,0,2,15,9047228.0,0.0,0.0,378422.0,4020162.0,2.870531152558753,9354675.57787556,0.0,0.0,235076.75451803,3045157.74019504,US,10,0,0,1,5,5721252.0,0.0,0.0,520000.0,3230479.0,2.670233513571536,13,2,3,3,5,0.9904959037286823,2732.0,1316.0,2175.0,2175.0,2436.0,11824,737,1318.0,88.0,975.0,79.0,1194.0,77.0,0.0165612493990869,1264.0,74.0,841.0,42.0,0.0106866092357461,167.0,24.0,0.3187312534090596,10,1,1,3,6,34658.0,152.0,152.0,6297.0,26312.0,1,0,0,0,0,34,0,3,9,17,1.6349907117092306,10639.0,0.0,495.0,1805.0,4231.0,117,1,17,34,67,0.7693088386660971,62476.0,445.0,11270.0,17763.0,32788.0,119,8,24,32,72,0.4793490145292686,416,36,79,138,261,SK 1189,0.0236663603530933,50
259,4,8,23,56,1,256719.0,151,6,10,16,46,28007635.0,885211.0,1340474.0,2454846.0,7791443.0,0.2720785211707336,25525382.943064924,704389.65396313,1042517.20064376,2491681.90114248,7060056.19554514,US,45,1,1,2,13,23777212.0,249319.0,249319.0,481028.0,10059789.0,0.3105011441137368,16,0,0,0,3,3.700990175089862,4459.0,0.0,0.0,0.0,470.0,13618,22468,2986.0,5136.0,2987.0,4272.0,2758.0,4960.0,0.0936332620474171,2587.0,3844.0,1767.0,3351.0,0.0330465264428274,532.0,905.0,1.2347232961031949,41,0,2,7,14,47364.0,0.0,1788.0,10663.0,12106.0,0,0,0,0,0,219,0,10,21,59,1.222758590388331,37440.0,0.0,1675.0,3027.0,7595.0,316,8,23,32,95,0.5113690741288577,204973.0,5028.0,10905.0,18167.0,53842.0,182,0,6,13,75,1.1042857315159786,1554,26,73,152,392,SK 0943,0.1117785439476231,10
108,7,15,32,58,2,171957.0,43,4,6,9,20,8154762.0,548377.0,671128.0,1178946.0,4562650.0,0.0405558584236188,7230896.817724317,653328.8231895501,653328.8231895501,1103263.71646874,4566612.85647158,US,8,0,0,1,6,5866027.0,0.0,0.0,440400.0,4608594.0,2.423283596516881,17,0,1,4,13,1.882613238462708,2364.0,0.0,53.0,1347.0,2000.0,12833,811,2916.0,149.0,3012.0,91.0,2477.0,97.0,0.0230363755646566,2697.0,80.0,1356.0,32.0,0.046051290993451,375.0,30.0,1.851193680535568,22,0,2,4,11,62874.0,0.0,37494.0,49513.0,51207.0,0,0,0,0,0,40,2,7,11,23,0.3698889405121132,12640.0,198.0,2175.0,3469.0,6786.0,111,4,18,28,58,0.2911485328605643,58009.0,4725.0,14304.0,18395.0,31481.0,89,5,10,29,47,0.2998212218437225,394,12,41,103,198,SK 1911,41.50625343795774,0
62,5,9,15,22,4,1288181.0,36,6,10,16,21,7048775.0,1511726.0,2540389.0,3910155.0,4554040.0,0.0434086781792377,6856192.35035706,1213407.11913106,2149587.89837256,3360323.21869701,3758204.30648548,US,13,2,5,8,10,4635217.0,1360768.0,2251849.0,3254060.0,3641911.0,0.2720600876869719,5,2,3,3,5,0.9272394847850576,960.0,563.0,564.0,564.0,960.0,22571,6738,5289.0,1594.0,4171.0,1334.0,4731.0,1364.0,0.0371655264816952,4821.0,1412.0,2919.0,820.0,0.058094130703855,641.0,214.0,1.2141413003775217,7,0,3,4,6,52373.0,0.0,48688.0,51728.0,52044.0,0,0,0,0,0,24,3,4,5,14,0.8650086778291171,3779.0,236.0,322.0,536.0,2366.0,42,1,5,10,19,0.5159526467713416,26437.0,547.0,2407.0,4828.0,10839.0,24,3,7,15,20,0.2822840596697527,222,20,36,67,142,SK 0332,0.043484333022504,20
43,6,18,24,36,1,116859.0,6,2,5,5,6,1833234.0,221361.0,1742684.0,1742684.0,1833234.0,0.3648057904875191,1847356.6379295895,320374.11730181,1847356.6379295895,1847356.6379295895,1847356.6379295895,US,2,0,2,2,2,1199584.0,0.0,1199584.0,1199584.0,1199584.0,1.3740570686157143,4,0,0,2,3,2.679525808621779,794.0,0.0,0.0,748.0,778.0,1719,26414,208.0,3212.0,161.0,2431.0,176.0,2869.0,0.0216519649872058,184.0,3250.0,84.0,1378.0,0.032636884596815,25.0,244.0,2.215141583897674,6,0,0,4,5,7491.0,0.0,0.0,6664.0,7341.0,0,0,0,0,0,6,1,1,5,5,0.9629986812730196,1281.0,92.0,92.0,1103.0,1103.0,43,1,7,14,19,0.7875056385500148,18006.0,234.0,4175.0,6402.0,7800.0,70,0,8,19,38,1.248626538488396,130,6,26,82,100,SK 1622,97.81099527753804,0
17,3,5,12,16,0,0.0,7,0,6,7,7,962199.0,0.0,721078.0,962199.0,962199.0,1.360364820817095,1495707.4070763795,0.0,867469.12990672,1495707.4070763795,1495707.4070763795,US,1,0,1,1,1,262000.0,0.0,262000.0,262000.0,262000.0,1.790861644120774,1,1,1,1,1,0.28993513874999,150.0,150.0,150.0,150.0,150.0,5377,529,631.0,63.0,467.0,49.0,552.0,62.0,0.0828172863907008,568.0,44.0,302.0,32.0,0.0842677657948413,63.0,24.0,1.3842305957651728,2,0,1,1,2,34195.0,0.0,31082.0,31082.0,34195.0,0,0,0,0,0,3,0,0,1,3,2.06453512461007,906.0,0.0,0.0,113.0,906.0,13,0,1,5,8,1.0820918234653345,9892.0,0.0,733.0,4159.0,6115.0,2,0,0,0,0,9.204549573831946,47,3,6,29,35,SK 1378,42.73275655821713,0
17,7,13,13,14,3,269618.0,5,3,5,5,5,748754.0,269618.0,748754.0,748754.0,748754.0,0.0445224593364634,758578.5886779,302223.78055695,758578.5886779,758578.5886779,758578.5886779,US,1,0,1,1,1,400000.0,0.0,400000.0,400000.0,400000.0,1.1501784099479149,3,1,2,2,2,0.3125668109146867,249.0,160.0,212.0,212.0,212.0,510,877,43.0,120.0,45.0,91.0,37.0,104.0,0.0352703274387808,36.0,96.0,22.0,50.0,0.0233046684500548,24.0,24.0,3.783105336217019,1,0,0,0,1,2342.0,0.0,0.0,0.0,2342.0,0,0,0,0,0,1,1,1,1,1,0.8640771400881367,836.0,836.0,836.0,836.0,836.0,18,5,7,8,12,0.1031426550808737,5880.0,1429.0,1993.0,2242.0,3904.0,20,3,6,11,14,0.4651976097300313,35,9,16,21,26,SK 0959,1.2492948877043286,0
186,2,3,18,52,3,419408.0,111,3,3,11,41,23652870.0,419408.0,419408.0,1814508.0,7070546.0,0.0947498481835785,24345104.30936251,494013.206010992,494013.206010992,2529738.140885539,8478891.055469602,US,34,0,0,1,12,13329910.0,0.0,0.0,637911.0,3831577.0,2.966192041760801,19,0,0,3,8,2.261660014248656,1433.0,0.0,0.0,133.0,663.0,17150,14760,3750.0,3314.0,3892.0,3022.0,3577.0,3078.0,0.0284736338170007,3261.0,3061.0,2075.0,1801.0,0.0331304336033654,595.0,484.0,2.821964551797606,12,0,0,1,4,9361.0,0.0,0.0,52.0,2587.0,0,0,0,0,0,46,4,4,6,16,0.2636674630716866,7105.0,712.0,712.0,1179.0,2309.0,210,3,9,24,58,0.4924702927467375,178714.0,2016.0,9377.0,20178.0,52926.0,133,0,0,0,22,3.764499261557469,558,5,33,73,197,SK 1802,2.7966615500204104,0
60,10,17,46,55,0,0.0,16,0,3,15,16,3828078.0,0.0,1040663.0,3609047.0,3828078.0,1.4445053345304693,3820871.9659263417,0.0,1121341.19693633,3537981.896906492,3820871.9659263417,US,5,0,0,4,5,1856659.0,0.0,0.0,1637627.0,1856659.0,2.1124767927988057,8,5,7,7,8,0.2146965984179445,1214.0,820.0,1142.0,1142.0,1214.0,14194,436,1515.0,51.0,1075.0,42.0,1359.0,42.0,0.0240873360888222,1333.0,41.0,942.0,26.0,0.0248547407305875,227.0,23.0,0.2459358630271733,5,4,4,5,5,46248.0,46062.0,46062.0,46248.0,46248.0,0,0,0,0,0,11,4,4,7,11,0.2490072433283962,1778.0,204.0,204.0,1112.0,1778.0,38,8,12,17,33,0.1949856789489046,18488.0,3762.0,4956.0,7331.0,15409.0,65,0,17,32,44,1.1414601742852046,102,29,47,73,95,SK 1571,27.0685608200154,0
217,7,12,18,46,4,1950514.0,131,7,9,15,32,27597233.0,3018663.0,3174097.0,3764382.0,7885417.0,0.0401683857989419,26802713.65902501,2206701.72969047,2206701.72969047,2479413.56024248,6858389.41337018,US,39,6,6,6,9,18124621.0,3167423.0,3167423.0,3167423.0,5373441.0,0.1971621552799929,21,0,0,0,3,3.402324622003566,1583.0,0.0,0.0,0.0,263.0,393,8843,86.0,2209.0,87.0,1388.0,82.0,2068.0,0.0206838459048765,73.0,1974.0,41.0,1022.0,0.0561929154472514,25.0,182.0,0.7266715996150198,12,1,1,1,2,7919.0,236.0,236.0,236.0,2796.0,0,0,0,0,0,46,0,2,4,14,1.9367199797922328,12765.0,0.0,103.0,310.0,1302.0,182,1,13,34,64,0.514210087810201,126004.0,650.0,8282.0,22360.0,42953.0,326,19,42,55,104,0.3962451154700685,607,5,37,64,170,SK 0386,0.1828134999751129,12
82,6,21,29,37,1,292268.0,26,1,2,8,15,5241789.0,292268.0,374777.0,2148433.0,3712251.0,0.3884862745272738,2578683.099923184,292268.0,292268.0,1287354.50391317,1861074.436761229,US,7,1,1,3,5,3180751.0,337000.0,337000.0,1922501.0,2779708.0,0.3665646833509735,7,0,0,0,3,4.783634758754337,1958.0,0.0,0.0,0.0,1011.0,10404,5598,2450.0,727.0,2667.0,598.0,1839.0,555.0,0.0189341045277188,2296.0,669.0,789.0,236.0,0.0167570847848767,363.0,58.0,2.3998563521106075,7,0,0,1,3,51170.0,0.0,0.0,58.0,197.0,1,0,0,0,0,25,0,4,5,13,1.5069471428750951,4677.0,0.0,533.0,700.0,2372.0,82,2,7,13,24,0.7825416702084835,39110.0,2376.0,4990.0,8878.0,13499.0,61,6,10,13,17,0.2802297448131649,160,3,11,22,59,SK 1945,0.0734684026984475,26
450,6,30,63,116,0,0.0,222,3,15,32,68,41981901.0,358161.0,3789686.0,6411423.0,11400987.0,0.8056624554457146,38798874.5214439,124531.495656706,3197981.781571789,5283545.422135048,10103185.592446765,US,69,0,7,9,16,27861567.0,0.0,3914147.0,4365742.0,6280160.0,1.2126269063583908,50,0,1,2,11,1.6353558139372104,6883.0,0.0,1.0,156.0,1394.0,708,16585,161.0,3547.0,113.0,3929.0,166.0,3299.0,0.0205797645392669,124.0,3242.0,112.0,1981.0,0.0381644896562927,31.0,587.0,0.3202822551385185,31,1,2,4,9,64006.0,14.0,283.0,818.0,2193.0,0,0,0,0,0,113,5,8,17,42,0.2090539843586153,32401.0,3461.0,5277.0,8789.0,17726.0,296,2,7,21,75,0.5232063973235669,189770.0,991.0,5887.0,13268.0,49642.0,443,1,27,37,114,0.9169896994946264,1046,12,34,96,323,SK 0226,0.0501722312579954,13
277,7,13,32,106,1,87671.0,101,2,4,8,38,20041110.0,215671.0,1396871.0,1987004.0,6699363.0,0.0984950878276781,18150479.07418374,83483.537658325,1251708.315473675,1545473.414859244,4956093.231366564,US,30,0,2,3,8,14033985.0,0.0,1293907.0,1595114.0,4765189.0,1.1541746425543409,26,0,0,1,5,2.4088020593731803,5344.0,0.0,0.0,363.0,2050.0,6156,643,1469.0,62.0,1228.0,57.0,1323.0,52.0,0.0233118791720391,1360.0,50.0,655.0,29.0,0.018182015189958,122.0,24.0,1.9325465494454808,25,0,1,1,7,92608.0,0.0,218.0,218.0,24399.0,1,0,0,0,0,55,0,2,7,22,1.5500315404125826,15327.0,0.0,312.0,1078.0,5682.0,215,4,9,24,66,0.1894343676252761,96633.0,2231.0,4564.0,12178.0,31591.0,487,17,47,62,101,0.2868232413107971,773,11,23,81,232,SK 1301,3.154398591778684,0
87,1,4,16,27,0,0.0,63,0,1,8,13,11819483.0,0.0,159282.0,2166694.0,3695752.0,1.1914239214634432,15314598.72985696,0.0,413543.26400786,3257874.35663509,6003330.35269801,US,19,0,0,4,8,6393731.0,0.0,0.0,1346986.0,3226597.0,2.2283673758158,9,0,0,0,0,6.513068447782282,560.0,0.0,0.0,0.0,0.0,2152,1734,208.0,160.0,244.0,192.0,190.0,143.0,0.0329551856092472,172.0,131.0,101.0,73.0,0.0204837994719712,37.0,32.0,8.129802922876841,1,0,0,0,0,47.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26,0,0,3,6,2.0622566205910746,4200.0,0.0,0.0,290.0,616.0,127,3,6,13,33,0.3287725913294783,152890.0,6548.0,10115.0,23092.0,51500.0,82,0,0,8,27,2.195206182265919,354,4,8,24,93,SK 1088,2.377190791109731,0
30,11,17,20,28,5,1166778.0,21,9,13,19,20,3154958.0,1705217.0,2346253.0,3039802.0,3096080.0,0.0767111878972103,2758301.76455686,1813307.45491428,2248676.05857093,2758301.76455686,2758301.76455686,US,4,2,3,4,4,1416434.0,903153.0,1087304.0,1416434.0,1416434.0,0.1721593567402058,3,0,1,2,3,1.872764508889571,925.0,0.0,0.0,909.0,925.0,185,29521,40.0,3397.0,40.0,2554.0,36.0,3198.0,0.1410555466920702,32.0,2954.0,18.0,1984.0,0.0418411744865087,17.0,338.0,1.1785108082082527,3,0,2,2,3,42446.0,0.0,32085.0,32085.0,42446.0,0,0,0,0,0,14,1,6,7,13,0.6436043347496982,2087.0,75.0,956.0,978.0,1775.0,28,4,9,12,21,0.6586611633162387,18155.0,3185.0,4956.0,6629.0,14553.0,24,0,0,0,11,3.803743530516568,132,7,50,62,106,SK 1371,1.5898426740676146,0
67,17,19,24,34,5,1469868.0,32,9,10,11,17,7222907.0,3351549.0,3417515.0,3538038.0,4160000.0,0.0784105745690843,4898995.161719354,2137899.35957938,2137899.35957938,2277099.79271248,2377205.75404115,US,13,5,5,5,5,5794437.0,2835298.0,2835298.0,2835298.0,2835298.0,0.1530733188697403,2,2,2,2,2,0.6337209526345161,386.0,386.0,386.0,386.0,386.0,5202,6066,688.0,843.0,522.0,629.0,565.0,694.0,0.0307359376162037,632.0,775.0,239.0,293.0,0.0179519091530822,53.0,67.0,0.1457027165094726,4,1,1,2,3,22978.0,274.0,274.0,834.0,5428.0,2,0,0,0,1,27,0,1,3,10,1.2875115061025304,6490.0,0.0,259.0,527.0,2684.0,59,1,7,12,24,0.8620738845191376,38690.0,771.0,4639.0,7130.0,13242.0,79,15,22,24,31,0.2254149057588887,168,4,15,45,71,SK 1511,0.0573849014137295,21
270,6,12,25,96,0,0.0,103,0,8,12,39,23916264.0,0.0,1369801.0,3274272.0,10827426.0,1.1792477370793164,16864853.05297609,0.0,881275.185373471,2507021.4177396307,7115368.672756247,US,40,0,1,3,18,15895353.0,0.0,278000.0,1940772.0,8077311.0,1.8671216328015356,16,1,1,1,2,0.6361200651687657,5016.0,366.0,366.0,366.0,627.0,26090,17064,2980.0,1577.0,3390.0,1981.0,2410.0,1322.0,0.0292003069747721,2699.0,1433.0,1231.0,705.0,0.0513078534639254,398.0,282.0,1.0812272681800463,24,0,3,7,13,141471.0,0.0,3496.0,4373.0,50736.0,0,0,0,0,0,81,1,4,8,25,0.7308465214320654,16112.0,394.0,867.0,1146.0,5054.0,284,5,10,25,79,0.254050583104185,142118.0,3816.0,5554.0,13036.0,38479.0,222,0,10,22,55,1.13377894979078,620,4,13,51,165,SK 1948,7.171158407521522,0
193,9,11,23,40,6,1358052.0,125,9,12,16,29,25976123.0,1695239.0,2078074.0,2662659.0,4582869.0,0.0789023846083887,26667621.211958844,2171277.60130436,2484813.78032012,3076424.412798569,5301869.989825279,US,37,2,3,3,6,15574871.0,731001.0,934496.0,934496.0,1838837.0,0.1379141852321338,18,0,1,1,4,1.0727936890753291,1409.0,0.0,1.0,1.0,138.0,4164,22799,320.0,4682.0,255.0,4985.0,275.0,4388.0,0.1183246611540303,287.0,4289.0,140.0,3152.0,0.0234425732427718,39.0,1303.0,3.9335473548855937,10,0,0,0,1,6423.0,0.0,0.0,0.0,47.0,0,0,0,0,0,56,1,6,9,12,0.7652426016538024,12375.0,227.0,493.0,986.0,1569.0,183,2,11,23,53,0.9917653236633198,192877.0,2254.0,12340.0,26094.0,61726.0,147,0,0,0,16,3.04871598051107,567,9,34,82,148,SK 0116,3.5127005211776097,0
143,3,10,23,57,3,1173905.0,59,3,4,8,18,13022058.0,1173905.0,1564041.0,3308343.0,5388371.0,0.0761350419156447,8490213.594334166,908316.00450742,1011201.79363774,1544106.244657557,2854480.11290576,US,18,3,4,5,6,8108342.0,1246434.0,1888203.0,3303220.0,3721766.0,0.1359468514868234,20,1,1,2,4,0.7889885494507765,6625.0,623.0,623.0,1444.0,1827.0,7112,3843,892.0,1004.0,542.0,560.0,762.0,905.0,0.0451848432082729,787.0,804.0,336.0,483.0,0.0336281647690665,56.0,88.0,2.83043971604914,19,0,0,1,4,83425.0,0.0,0.0,10105.0,28426.0,0,0,0,0,0,29,1,1,4,12,0.96718032729879,6154.0,310.0,310.0,930.0,3419.0,316,2,13,34,119,0.633626141830172,146381.0,709.0,7901.0,19210.0,55435.0,282,9,25,40,57,0.310714480622564,872,5,25,57,181,SK 1761,2.160570000370694,0
344,9,18,44,112,3,549566.0,211,5,10,22,73,41325680.0,730670.0,3113386.0,6463866.0,16356675.0,0.1298015818098988,41025509.253585,719578.471363932,2415702.752793692,6716390.625271532,16053834.12452234,US,66,2,5,15,27,28022787.0,378021.0,2010141.0,6541899.0,12315132.0,0.0562415196877097,36,2,5,9,19,0.0490252160347298,3365.0,221.0,324.0,476.0,1619.0,12867,805,2790.0,146.0,3249.0,295.0,2499.0,111.0,0.034267155499557,2609.0,159.0,1322.0,55.0,0.0550326416763347,399.0,39.0,2.413059064521907,15,0,0,1,3,34528.0,0.0,0.0,218.0,743.0,0,0,0,0,0,86,2,5,8,25,0.5530698664029092,26909.0,58.0,2219.0,3258.0,7047.0,270,2,7,14,54,0.6181630853270701,181142.0,1639.0,8629.0,13491.0,39518.0,283,5,11,34,67,0.1451564302994701,849,4,28,56,237,SK 0252,0.0474786140623338,13
119,2,9,11,33,1,1100000.0,73,4,5,5,22,14604124.0,1959764.0,2061299.0,2061299.0,4534331.0,0.2303203086227613,17116137.60078703,3225249.95981897,3497748.35356405,3497748.35356405,7005583.2528352495,US,23,2,2,2,7,10328744.0,2200000.0,2200000.0,2200000.0,3651760.0,0.1072977467921504,11,0,3,3,4,0.9988937554999278,499.0,0.0,168.0,168.0,204.0,3372,4289,443.0,748.0,311.0,445.0,391.0,678.0,0.0222715524955815,405.0,670.0,189.0,329.0,0.0275731028800358,39.0,63.0,6.643607977708151,6,0,0,0,0,1608.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,1,3,4,10,0.7995623543409722,5893.0,149.0,465.0,531.0,1233.0,183,3,14,31,62,0.659390214744641,137039.0,1937.0,10132.0,26096.0,52456.0,178,1,8,15,28,0.5519281705835055,555,3,25,79,171,SK 0719,0.3329054980685535,4
182,0,0,3,35,0,0.0,115,0,0,3,29,23604132.0,0.0,0.0,416922.0,5669350.0,2.277066836683185,19087556.45010624,0.0,0.0,149280.68747401,5118534.85488755,US,37,0,0,1,9,16112136.0,0.0,0.0,241367.0,4234173.0,2.599926439458552,21,0,0,0,3,3.507878628473811,2372.0,0.0,0.0,0.0,346.0,12856,23142,2967.0,4743.0,2718.0,5891.0,2690.0,4303.0,0.0461034064035539,2543.0,4333.0,1441.0,2626.0,0.0501635973003423,497.0,1247.0,3.523751802232045,24,0,0,0,6,74020.0,0.0,0.0,0.0,1258.0,0,0,0,0,0,43,0,0,2,5,2.9128813109173937,7665.0,0.0,0.0,265.0,924.0,244,0,5,12,46,1.3306315238094606,168375.0,0.0,3525.0,9792.0,31155.0,429,9,34,57,140,0.2355382936198517,925,4,38,71,207,SK 1275,0.2727738311700193,5
230,10,12,13,47,5,911265.0,186,8,9,11,40,33120317.0,1513195.0,1726459.0,1929630.0,5086508.0,0.1793014033069277,23886245.32019279,1328558.108254389,1571672.097005949,1756663.564351059,4345947.515861725,US,51,4,5,5,5,20534428.0,1029422.0,1245046.0,1245046.0,1245046.0,0.190921966366946,9,0,0,0,0,6.295322136540719,2251.0,0.0,0.0,0.0,0.0,22571,2291,4982.0,261.0,5847.0,264.0,4396.0,244.0,0.0221607246190356,4647.0,212.0,2196.0,128.0,0.1050514401793914,503.0,40.0,3.891454231311658,18,0,0,0,4,30519.0,0.0,0.0,0.0,4993.0,2,0,0,0,0,84,2,3,5,16,0.5104959244565614,27248.0,59.0,679.0,1022.0,4661.0,122,3,6,9,33,0.3476728139236283,108750.0,3328.0,7707.0,10471.0,33571.0,141,0,0,0,11,4.461811598435141,627,14,26,43,125,SK 0878,3.5333827627186376,0
17,6,15,17,17,0,0.0,8,0,3,4,7,3270847.0,0.0,639177.0,1153351.0,2941740.0,1.1846150843632204,4010635.12593042,0.0,933959.18256852,1619113.1777792,3240066.46763346,US,8,0,2,3,7,3812326.0,0.0,440566.0,881085.0,3068911.0,1.1243010924970085,1,0,0,1,1,2.304618199821237,170.0,0.0,0.0,170.0,170.0,4252,4804,619.0,1042.0,395.0,645.0,628.0,1055.0,0.0270188751106719,528.0,888.0,497.0,892.0,0.0162957475802262,138.0,282.0,0.3071484922799591,2,1,2,2,2,42177.0,42111.0,42177.0,42177.0,42177.0,0,0,0,0,0,4,0,2,3,4,1.1936358169624433,542.0,0.0,46.0,210.0,542.0,25,0,7,10,13,1.2489079420960436,17093.0,0.0,3030.0,5128.0,8073.0,31,2,8,14,21,0.916131448885676,71,31,39,44,50,SK 1218,0.5529278955689431,0
162,1,3,7,33,1,119427.0,54,1,2,3,11,10305800.0,119427.0,199752.0,358752.0,975536.0,0.0442234516341587,7691952.292203294,119427.0,119427.0,278427.0,517610.66357208,US,13,0,0,0,1,6205045.0,0.0,0.0,0.0,241000.0,4.431185105320682,26,0,0,0,4,4.516203764559499,4946.0,0.0,0.0,0.0,620.0,234,736,48.0,186.0,51.0,160.0,45.0,160.0,0.0667814760296411,40.0,131.0,26.0,71.0,0.0637744649118679,24.0,27.0,0.5311208226989508,22,2,3,5,7,71956.0,12555.0,15544.0,16874.0,36471.0,2,0,0,0,1,69,0,4,5,18,1.4589032842219627,25258.0,0.0,2175.0,2636.0,8350.0,140,3,9,18,43,0.1409953090658304,77963.0,1620.0,3876.0,7775.0,23056.0,123,0,0,19,41,2.0496569554887567,578,4,34,68,199,SK 0004,5.8638534956203525,0
31,4,6,9,21,1,196994.0,11,3,3,3,9,2572808.0,491308.0,491308.0,491308.0,1790103.0,0.1699918250435323,2369697.3726770403,445694.68914689,445694.68914689,445694.68914689,1834349.66958548,US,4,0,0,0,2,1497956.0,0.0,0.0,0.0,643924.0,4.358009266170033,5,1,2,3,4,0.4882136118786733,561.0,156.0,196.0,511.0,541.0,2114,10465,221.0,2278.0,226.0,2577.0,183.0,1955.0,0.1580199581393286,177.0,2079.0,83.0,1074.0,0.0178540932587912,38.0,502.0,1.2175993317364566,5,0,1,2,4,1419.0,0.0,353.0,765.0,1030.0,0,0,0,0,0,5,0,0,2,4,2.81553205644268,2121.0,0.0,0.0,780.0,1678.0,27,3,7,10,18,0.1696870440994737,14530.0,1492.0,2685.0,4227.0,9277.0,6,0,0,0,0,8.074304335656537,54,1,5,23,33,SK 1146,14.002460473999149,0
