store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 0311,57352.0,45728.0,19593.0,0.2273,15156.0,0.1759,1265.0,0.0147,2363.2322,0.0274,104739.0,98712.0,1621.8507,0.0188,21148.0,0.2454,0.0553,0.2075,0.2593,0.1905,0.2865,137.0,949.1625,80275.0,77108.0,16375.0,0.2124,6547.0,0.0849,13968.0,0.1811,5062.0,463.0,0.006,0.0657,3681.0,0.0477,917.0,0.0119,1126.0,0.0146,2620.0,0.034,1675.0,0.0292,5087.0,0.0886,15352.0,0.2675,23990.0,12323.0,0.2147,11667.0,0.2033,0.418,610.0,0.0106,12041.0,0.2098,1203.0,0.021,7094.0,0.1236,933.0,0.0163,13402.0,0.2335,0.069,0.0455,0.023,0.0471,0.0612,0.0306,0.2516,0.0144,0.0074,0.1236,0.0,0.001,0.0643,0.4074,0.033,0.0288,0.0322,0.1142,0.046,0.0014,0.0,0.0029,31410.0,6745675.0,15494.0,0.1798,13800.0,0.1601,0.0,0.0,0.0613,0.037,6734.0,0.2125,0.2311,10942.0,0.3453,0.4378,5109.0,0.1612,0.1956,4950.0,0.1562,0.0708,2491.0,0.0786,0.0277,974.0,0.0307,493.0,0.0156,390.1133,0.011,19624.0,0.6192,12068.0,0.3808,6734.0,0.2125,23532.0,0.7425,2243.0,1250.0,0.0394,993.0,0.0313,0.0708,1589.0,996.0,0.0314,593.0,0.0187,0.0501,19700.0,8219.0,0.2593,11481.0,0.3623,0.6216,1427.0,0.045,31692.0,2.3579,2.7323,12720.0,0.4014,5384.0,0.1699,3855.0,0.1216,7243.9493,0.0841,25484.0,6208.0,1278.0,82942.3641,43447.41,15076.0,0.1749,2.6569,0.6416,0.0,74.0,0.0023,0.356,31692.0,2632.6798,0.0305,36433.65,0.006537,1060.8891,241.0,146.0,887.0,86184.0,26.5283,2.6307,3.3116,1463.0,0.0462,8409855.0,47746321.0,293247813.0,27161164.0,259195.0,31692.0,72322.2883,0.8392
SK 0015,57470.0,75622.0,6585.0,0.2118,3689.0,0.1187,296.0,0.0095,1013.0,0.0326,110732.0,106652.0,11146.0006,0.3585,5117.0,0.1646,0.2727,0.4051,0.1065,0.0388,0.1734,158.0,12737.368,79562.0,43219.0,5855.0,0.1355,5615.0,0.1299,3346.0,0.0774,11368.0,164.0,0.0038,0.263,10893.0,0.252,312.0,0.0072,755.0,0.0175,1515.0,0.0351,1279.0,0.0713,630.0,0.0351,4866.0,0.2714,10209.0,5775.0,0.3221,4434.0,0.2473,0.5695,1086.0,0.0606,2673.0,0.1491,373.0,0.0208,2863.0,0.1597,1394.0,0.0778,2763.0,0.1541,0.0621,0.0282,0.0229,0.0395,0.4083,0.0085,0.1859,0.0113,0.0,0.0146,0.0,0.0,0.0655,0.3416,0.0206,0.0474,0.0106,0.0597,0.0087,0.0014,0.0,0.0047,14764.0,2251669.0,4972.0,0.1599,7637.0,0.2456,0.9434,0.0,0.0425,0.1456,3805.0,0.3289,0.4259,3743.0,0.3235,0.3383,1902.0,0.1644,0.0711,1258.0,0.1087,0.0135,544.0,0.047,0.0055,190.0,0.0164,128.0,0.0111,3409.9082,0.0253,6205.0,0.5363,5365.0,0.4637,3805.0,0.3289,6339.0,0.5479,1854.0,882.0,0.0762,972.0,0.084,0.1602,436.0,139.0,0.012,297.0,0.0257,0.0377,4049.0,1583.0,0.1368,2466.0,0.2131,0.35,1426.0,0.1232,11570.0,-5.3571,-9.4901,3902.0,0.3373,2324.0,0.2009,2890.0,0.2498,2130.0,0.0685,5199.0,6371.0,2603.0,69629.6296,50937.01,6471.0,0.2081,3.1124,0.5043,0.0,26.0,0.0018,0.4939,11570.0,846.0,0.0272,42268.98,-0.016936,9162.5441,32.0,64.0,0.0,31089.0,-12.62,-4.5298,-8.1862,2261.0,0.1954,2488127.0,14150705.0,95294074.0,7937289.0,237008.0,11570.0,15953.9997,0.5132
SK 1293,60197.0,94986.0,12879.0,0.186,14265.0,0.2061,1215.0,0.0175,1970.1674,0.0285,113052.0,107088.0,6556.4992,0.0947,19511.0,0.2818,0.0017,0.0008,0.0001,0.0022,0.9864,41.0,1248.8678,89143.0,47676.0,10494.0,0.2201,5934.0,0.1245,12185.0,0.2556,3324.0,289.0,0.0061,0.0697,2456.0,0.0515,579.0,0.0121,1218.0,0.0256,4933.0,0.1035,1861.0,0.0378,5193.0,0.1056,12621.0,0.2566,18899.0,9610.0,0.1954,9289.0,0.1889,0.3843,730.0,0.0148,12109.0,0.2462,1130.0,0.023,4643.0,0.0944,905.0,0.0184,9988.0,0.2031,0.0523,0.0218,0.0211,0.0509,0.2151,0.0201,0.2187,0.0049,0.0024,0.0371,0.0,0.0026,0.0783,0.2011,0.0371,0.0347,0.0287,0.1397,0.0242,0.0029,0.0004,0.0045,9587.0,4076649.0,11396.0,0.1646,9998.0,0.1444,0.0,0.0,0.7804,0.024,4083.0,0.1664,0.2594,8327.0,0.3393,0.4728,4708.0,0.1918,0.175,4529.0,0.1845,0.0554,1920.0,0.0782,0.0134,642.0,0.0262,333.0,0.0136,642.8703,0.0199,15568.0,0.6344,8973.0,0.3656,4083.0,0.1664,18871.0,0.7689,2432.0,1332.0,0.0543,1101.0,0.0448,0.0991,1159.0,483.0,0.0197,676.0,0.0275,0.0472,15279.0,5805.0,0.2365,9474.0,0.386,0.6226,1588.0,0.0647,24542.0,3.9125,0.7056,10619.0,0.4327,5672.0,0.2311,3390.0,0.1381,11398.1172,0.1647,20176.0,4366.0,1595.0,86302.9374,46010.87,12512.0,0.1807,3.2082,0.5657,0.0,40.0,0.0042,0.4301,24542.0,1725.7661,0.0249,38045.16,0.001677,1813.3464,-72.0,137.0,9.0,69225.0,24.2998,3.9999,0.8412,1504.0,0.0613,6933338.0,39212435.0,241807416.0,22188709.0,259246.0,24542.0,47574.7416,0.6872
SK 0045,70970.0,152913.0,4447.0,0.1965,5044.0,0.2229,395.0,0.0175,687.0,0.0304,182900.0,282471.0,1241.9999,0.0549,6499.0,0.2872,0.0745,0.3016,0.2408,0.0936,0.288,104.0,2312.0998,130073.0,32978.0,3829.0,0.1161,1774.0,0.0538,4278.0,0.1297,1185.0,129.0,0.0039,0.0359,850.0,0.0258,206.0,0.0062,121.0,0.0037,1822.0,0.0552,71.0,0.0045,491.0,0.0312,7099.0,0.4512,13441.0,6861.0,0.436,6580.0,0.4182,0.8542,392.0,0.0249,496.0,0.0315,158.0,0.01,3931.0,0.2498,2019.0,0.1283,1078.0,0.0685,0.0282,0.0404,0.0243,0.0414,0.0361,0.0888,0.3259,0.0453,0.001,0.0371,0.0,0.0008,0.0542,0.6055,0.1027,0.0199,0.0734,0.0589,0.013,0.0027,0.0,0.0055,19969.0,5899772.0,3869.0,0.171,3603.0,0.1592,0.0,0.0,0.0,0.0416,3218.0,0.3313,0.263,3180.0,0.3274,0.4269,1226.0,0.1262,0.2036,1346.0,0.1386,0.0597,587.0,0.0604,0.0053,124.0,0.0128,31.0,0.0032,680.9119,0.065,7651.0,0.7878,2061.0,0.2122,3218.0,0.3313,6018.0,0.6196,544.0,460.0,0.0474,84.0,0.0086,0.056,109.0,82.0,0.0084,27.0,0.0028,0.0112,5365.0,2433.0,0.2505,2932.0,0.3019,0.5524,476.0,0.049,9712.0,6.5599,5.4778,6423.0,0.6613,5220.0,0.5375,759.0,0.0782,457.0,0.0202,7310.0,2402.0,752.0,163461.5386,50981.82,3289.0,0.1453,3.2096,0.5454,0.0,60.0,0.003,0.4515,9712.0,347.0,0.0153,121525.14,0.010599,1586.5976,92.0,106.0,0.0,22630.0,5.7275,6.5311,5.4132,361.0,0.0372,2328982.0,14014670.0,85959969.0,7692694.0,299858.0,9712.0,19896.9991,0.8792
SK 0525,56521.0,55246.0,12498.0,0.265,7581.0,0.1608,778.0,0.0165,640.8826,0.0136,71644.0,65822.0,8927.7854,0.1893,9427.0,0.1999,0.0021,0.0094,0.0027,0.0015,0.9818,127.0,560.757,55785.0,52715.0,10069.0,0.191,6652.0,0.1262,6945.0,0.1317,5610.0,241.0,0.0046,0.1064,4787.0,0.0908,582.0,0.011,1111.0,0.0211,594.0,0.0113,2850.0,0.095,2488.0,0.0829,3941.0,0.1313,6096.0,3230.0,0.1076,2866.0,0.0955,0.2031,251.0,0.0084,8587.0,0.2861,2210.0,0.0736,1593.0,0.0531,311.0,0.0104,7784.0,0.2593,0.0588,0.0256,0.017,0.0364,0.0851,0.0384,0.2232,0.0233,0.0021,0.0933,0.0,0.0022,0.061,0.4123,0.0389,0.0251,0.0149,0.2118,0.0185,0.0013,0.0023,0.0197,21734.0,3043639.0,8087.0,0.1715,7396.0,0.1569,0.1651,0.0,0.1438,0.0585,4465.0,0.2575,0.3485,5489.0,0.3166,0.4176,2821.0,0.1627,0.1441,2395.0,0.1381,0.0167,1246.0,0.0719,0.0147,525.0,0.0303,398.0,0.023,184.4314,0.0051,6845.0,0.3948,10493.0,0.6052,4465.0,0.2575,11887.0,0.6856,2914.0,1666.0,0.0961,1248.0,0.072,0.1681,920.0,556.0,0.0321,364.0,0.021,0.053,8053.0,3412.0,0.1968,4642.0,0.2677,0.4645,986.0,0.0569,17338.0,2.8691,2.3185,3071.0,0.1771,1213.0,0.07,5081.0,0.293,11750.4278,0.2492,10693.0,6645.0,1604.0,51527.4184,39356.62,9192.0,0.1949,2.3773,0.6589,0.0,35.0,0.0016,0.3395,17338.0,678.9836,0.0144,24719.54,0.00441,501.6136,-19.0,186.0,567.0,47155.0,9.2378,2.7963,2.2244,2828.0,0.1631,4024507.0,21485952.0,135867024.0,12459767.0,214893.0,17338.0,25156.9379,0.5335
SK 1397,64661.0,62066.0,10796.0,0.2323,8336.0,0.1794,865.0,0.0186,610.5934,0.0131,73644.0,66676.0,12531.6153,0.2696,10546.0,0.2269,0.1068,0.1899,0.0785,0.0387,0.5852,206.0,2234.2906,53024.0,52560.0,8626.0,0.1641,5714.0,0.1087,7829.0,0.149,2496.0,213.0,0.004,0.0475,1781.0,0.0339,502.0,0.0096,786.0,0.015,445.0,0.0085,3190.0,0.101,2982.0,0.0944,4804.0,0.1521,7104.0,4125.0,0.1306,2979.0,0.0943,0.2249,183.0,0.0058,9319.0,0.2951,1552.0,0.0492,1708.0,0.0541,408.0,0.0129,7433.0,0.2354,0.0481,0.0328,0.0156,0.0278,0.0411,0.0438,0.3271,0.0162,0.0011,0.0736,0.0,0.0,0.0739,0.5073,0.0506,0.0534,0.023,0.1505,0.0136,0.0018,0.0,0.0045,26663.0,2653708.0,8742.0,0.1881,6505.0,0.14,0.0,0.0,0.3462,0.0812,5356.0,0.2909,0.4008,6104.0,0.3316,0.3493,3138.0,0.1704,0.1221,2156.0,0.1171,0.0356,978.0,0.0531,0.0111,406.0,0.0221,272.0,0.0148,782.5542,0.0038,7015.0,0.3811,11394.0,0.6189,5356.0,0.2909,11761.0,0.6389,3013.0,1832.0,0.0995,1181.0,0.0642,0.1637,1299.0,753.0,0.0409,546.0,0.0297,0.0705,7449.0,2737.0,0.1487,4711.0,0.2559,0.4046,1293.0,0.0702,18409.0,1.7003,0.5062,3467.0,0.1883,1150.0,0.0625,5667.0,0.3078,4141.9678,0.0891,9885.0,8524.0,2146.0,48635.5989,45816.6,8734.0,0.1879,3.195,0.6037,0.0,80.0,0.003,0.3933,18409.0,1605.7479,0.0345,27009.8,0.001067,1975.7076,213.0,89.0,538.0,46477.0,4.6483,1.6743,0.5345,2802.0,0.1522,4130341.0,22014849.0,146857261.0,12773997.0,210359.0,18409.0,27586.8374,0.5936
SK 0153,76139.0,77943.0,13664.0,0.2529,6212.0,0.115,495.0,0.0092,1408.4385,0.0261,94563.0,98617.0,1655.4495,0.0306,8919.0,0.1651,0.1189,0.3114,0.1585,0.0899,0.3211,98.0,5720.9451,75573.0,57180.0,11859.0,0.2074,10849.0,0.1897,5692.0,0.0995,11788.0,356.0,0.0062,0.2062,10796.0,0.1888,636.0,0.0111,1052.0,0.0184,1372.0,0.024,3522.0,0.1144,1646.0,0.0535,6492.0,0.2109,10555.0,5547.0,0.1802,5008.0,0.1627,0.343,566.0,0.0184,5513.0,0.1791,5115.0,0.1662,2574.0,0.0836,923.0,0.03,4425.0,0.1438,0.0578,0.0155,0.081,0.0949,0.1924,0.0372,0.1094,0.0185,0.0,0.0697,0.0,0.0008,0.0965,0.2548,0.0318,0.0304,0.0154,0.1156,0.0257,0.0032,0.0,0.0041,14568.0,3345012.0,8765.0,0.1622,12609.0,0.2333,0.9942,0.0,0.0012,0.0415,4565.0,0.2573,0.2887,5025.0,0.2832,0.4483,2654.0,0.1496,0.1538,2408.0,0.1357,0.0405,1594.0,0.0898,0.0273,792.0,0.0446,704.0,0.0397,1775.2571,0.0212,9024.0,0.5086,8719.0,0.4914,4565.0,0.2573,11567.0,0.6519,1868.0,1030.0,0.0581,838.0,0.0472,0.1053,1058.0,429.0,0.0242,629.0,0.0355,0.0596,8641.0,3818.0,0.2152,4824.0,0.2719,0.487,1611.0,0.0908,17743.0,2.9939,0.0861,5386.0,0.3036,3128.0,0.1763,4264.0,0.2403,27048.3813,0.5006,11163.0,6580.0,1784.0,65536.902,48650.48,10753.0,0.199,2.7912,0.6253,0.0,51.0,0.0035,0.3712,17743.0,975.4617,0.0181,33104.65,-0.000431,5406.4225,-549.0,207.0,65.0,54036.0,1.5927,2.6146,-0.2151,3483.0,0.1963,4803989.0,26487882.0,161328240.0,15177109.0,228688.0,17743.0,22948.307,0.4247
SK 1155,72903.0,146605.0,14922.0,0.277,7750.0,0.1439,568.0,0.0105,1948.9999,0.0362,144995.0,161807.0,3617.9996,0.0672,11568.0,0.2148,0.0898,0.249,0.2274,0.1415,0.2918,258.0,6507.5869,111523.0,56584.0,11556.0,0.2042,2339.0,0.0413,6339.0,0.112,2598.0,210.0,0.0037,0.0459,1648.0,0.0291,740.0,0.0131,739.0,0.0131,2780.0,0.0491,1599.0,0.0443,1693.0,0.0469,12447.0,0.3446,21384.0,11232.0,0.311,10152.0,0.2811,0.5921,884.0,0.0245,4589.0,0.1271,2315.0,0.0641,6051.0,0.1675,2002.0,0.0554,4537.0,0.1256,0.0321,0.0405,0.0186,0.0827,0.0331,0.0335,0.2708,0.0169,0.0027,0.0776,0.0,0.0068,0.0578,0.5343,0.0799,0.0348,0.0271,0.1269,0.0356,0.0039,0.0064,0.0115,30233.0,10163947.0,13346.0,0.2478,5396.0,0.1002,0.0,0.0,0.1163,0.0554,9522.0,0.3873,0.3855,8237.0,0.335,0.4331,3077.0,0.1252,0.0972,1945.0,0.0791,0.0253,965.0,0.0392,0.0035,438.0,0.0178,402.0,0.0164,2827.5754,0.0434,17402.0,0.7078,7184.0,0.2922,9522.0,0.3873,12302.0,0.5004,2086.0,1168.0,0.0475,918.0,0.0373,0.0848,719.0,266.0,0.0108,453.0,0.0184,0.0292,9497.0,3441.0,0.14,6056.0,0.2463,0.3863,2762.0,0.1123,24586.0,8.716,11.2503,13794.0,0.5611,9757.0,0.3969,3085.0,0.1255,19775.9995,0.3671,13516.0,11070.0,2964.0,117733.9296,48248.74,8520.0,0.1582,2.7543,0.6247,0.0,134.0,0.0044,0.3708,24586.0,1049.0,0.0195,74009.29,0.020663,6194.9962,3444.0,175.0,0.0,53866.0,-2.4556,8.4872,10.7675,2666.0,0.1084,4916072.0,28932957.0,173911648.0,15732972.0,256384.0,24586.0,27474.0,0.51
SK 1523,46755.0,29115.0,11113.0,0.2636,5288.0,0.1254,484.0,0.0115,926.2332,0.022,56971.0,46888.0,17008.1305,0.4034,7517.0,0.1783,0.1508,0.3229,0.1827,0.0972,0.2446,276.0,2218.7248,41378.0,65961.0,8955.0,0.1358,8296.0,0.1258,4849.0,0.0735,2756.0,221.0,0.0033,0.0418,2018.0,0.0306,517.0,0.0078,655.0,0.0099,377.0,0.0057,2755.0,0.1024,2272.0,0.0845,2461.0,0.0915,4535.0,2519.0,0.0936,2015.0,0.0749,0.1686,141.0,0.0052,9118.0,0.3389,1605.0,0.0597,1655.0,0.0615,278.0,0.0103,6617.0,0.246,0.139,0.0291,0.0327,0.036,0.0222,0.0361,0.1563,0.0239,0.0016,0.0681,0.0244,0.0126,0.0559,0.6075,0.0909,0.0712,0.0231,0.1418,0.0164,0.0013,0.0075,0.0083,40073.0,2069603.0,7922.0,0.1879,6691.0,0.1587,0.0,0.3916,0.3768,0.1139,5943.0,0.3511,0.4781,4756.0,0.281,0.3061,2643.0,0.1561,0.0818,1895.0,0.112,0.0136,996.0,0.0589,0.0064,421.0,0.0248,273.0,0.0161,569.3689,0.0009,4382.0,0.2589,12545.0,0.7411,5943.0,0.3511,9928.0,0.5865,3428.0,2095.0,0.1238,1333.0,0.0787,0.2025,1075.0,439.0,0.0259,636.0,0.0376,0.0635,5426.0,2570.0,0.1518,2855.0,0.1687,0.3205,1055.0,0.0623,16927.0,-1.2647,-2.0753,1589.0,0.0939,509.0,0.0301,7497.0,0.4429,4299.9474,0.102,7232.0,9695.0,1784.0,33803.2526,42603.64,9336.0,0.2214,2.8243,0.6687,0.0244,90.0,0.0022,0.3047,16927.0,1124.9607,0.0267,19636.04,-0.003827,1418.0985,300.0,531.0,3153.0,42159.0,2.1947,-1.1317,-1.8987,4674.0,0.2761,3505729.0,18199060.0,116678502.0,10571268.0,187669.0,16927.0,18799.7724,0.4459
SK 1766,76139.0,87336.0,20194.0,0.2703,7914.0,0.1059,437.0,0.0059,1692.0,0.0227,101889.0,103554.0,9758.0001,0.1306,14129.0,0.1892,0.0949,0.1271,0.0528,0.0966,0.6276,58.0,614.0581,85034.0,46057.0,16425.0,0.3566,7427.0,0.1613,6431.0,0.1396,5103.0,438.0,0.0095,0.1108,3722.0,0.0808,943.0,0.0205,1239.0,0.0269,2872.0,0.0624,2283.0,0.0501,4766.0,0.1046,9642.0,0.2116,12940.0,6907.0,0.1516,6033.0,0.1324,0.284,295.0,0.0065,11835.0,0.2598,1559.0,0.0342,2811.0,0.0617,192.0,0.0042,12176.0,0.2673,0.0776,0.0233,0.0134,0.079,0.1948,0.0313,0.1547,0.0233,0.0,0.0456,0.0,0.0,0.0742,0.1424,0.0424,0.0162,0.0123,0.152,0.0419,0.0021,0.0072,0.004,6560.0,4486171.0,16041.0,0.2148,13609.0,0.1822,0.0,0.0,1.0,0.0212,2802.0,0.1188,0.1924,6525.0,0.2766,0.4547,4841.0,0.2052,0.2128,5277.0,0.2237,0.0847,2731.0,0.1158,0.0343,911.0,0.0386,499.0,0.0212,314.4619,0.0094,15819.0,0.6707,7767.0,0.3293,2802.0,0.1188,19861.0,0.8421,2396.0,1602.0,0.0679,794.0,0.0337,0.1016,1107.0,487.0,0.0206,620.0,0.0263,0.0469,16358.0,9335.0,0.3958,7023.0,0.2978,0.6935,923.0,0.0391,23586.0,18.1834,24.5357,10592.0,0.4491,4361.0,0.1849,2673.0,0.1133,13179.9996,0.1764,19339.0,4247.0,874.0,91013.4093,47805.91,12768.0,0.1709,3.2306,0.6262,0.0,23.0,0.0035,0.3703,23586.0,1314.0002,0.0176,32699.87,0.044783,995.8895,6633.0,45.0,32.0,74696.0,182.4571,18.1679,24.4886,1571.0,0.0666,7022939.0,40879214.0,245003339.0,23312250.0,248259.0,23586.0,48752.0014,0.6527
SK 1215,53968.0,46325.0,8646.0,0.1928,4844.0,0.108,388.0,0.0087,2166.0602,0.0483,69534.0,64308.0,23827.0004,0.5313,6879.0,0.1534,0.1492,0.2366,0.1255,0.0646,0.4236,202.0,4565.1743,53098.0,71619.0,8409.0,0.1174,9868.0,0.1378,4876.0,0.0681,22858.0,305.0,0.0043,0.3192,22149.0,0.3093,403.0,0.0056,1068.0,0.0149,1308.0,0.0183,2186.0,0.0921,2124.0,0.0895,4755.0,0.2003,7493.0,4131.0,0.174,3362.0,0.1416,0.3157,616.0,0.026,5708.0,0.2405,1196.0,0.0504,1783.0,0.0751,339.0,0.0143,5030.0,0.2119,0.056,0.0507,0.0139,0.0418,0.2222,0.0396,0.1613,0.0174,0.0033,0.0895,0.0,0.0,0.0581,0.3244,0.0341,0.046,0.0332,0.0944,0.0302,0.0018,0.0,0.0063,23231.0,2361971.0,6504.0,0.145,14051.0,0.3133,0.8639,0.0,0.1034,0.1018,5174.0,0.3237,0.4011,5293.0,0.3311,0.3079,2664.0,0.1667,0.1248,1693.0,0.1059,0.0417,672.0,0.042,0.0228,306.0,0.0192,182.0,0.0114,1018.7604,0.0075,5899.0,0.3691,10083.0,0.6309,5174.0,0.3237,8194.0,0.5127,3137.0,1681.0,0.1052,1456.0,0.0911,0.1963,735.0,185.0,0.0116,550.0,0.0344,0.046,4321.0,1707.0,0.1068,2614.0,0.1636,0.2704,2615.0,0.1636,15982.0,3.8544,2.7778,3009.0,0.1882,1130.0,0.0707,5509.0,0.3447,3179.1352,0.0709,6671.0,9312.0,2201.0,46611.2728,45974.34,8525.0,0.1901,2.8996,0.6101,0.0,41.0,0.0018,0.3881,15982.0,1442.1501,0.0322,24554.84,0.005041,2858.8049,-184.0,102.0,519.0,44849.0,17.6323,3.2971,2.546,4081.0,0.2553,3298014.0,17748383.0,113200479.0,10369767.0,199073.0,15982.0,14234.9881,0.3174
SK 1237,62779.0,64659.0,17525.0,0.2316,12629.0,0.1669,1319.0,0.0174,2833.4321,0.0375,88354.0,82826.0,25790.2653,0.3409,17368.0,0.2296,0.0454,0.1024,0.1422,0.0957,0.611,70.0,5759.4646,71515.0,64024.0,13994.0,0.2186,6908.0,0.1079,11084.0,0.1731,3671.0,311.0,0.0049,0.0573,2530.0,0.0395,830.0,0.013,929.0,0.0145,1767.0,0.0276,1821.0,0.0352,5784.0,0.1119,10139.0,0.1962,15919.0,9198.0,0.1779,6721.0,0.13,0.308,528.0,0.0102,15523.0,0.3003,1882.0,0.0364,4438.0,0.0859,814.0,0.0157,10758.0,0.2081,0.0581,0.0276,0.0169,0.0347,0.0895,0.0367,0.2714,0.0332,0.0019,0.0254,0.0,0.0,0.048,0.401,0.0426,0.0311,0.0339,0.2255,0.0129,0.0016,0.0,0.0087,25671.0,4078609.0,14471.0,0.1913,9863.0,0.1304,0.0,0.0,0.9259,0.033,6193.0,0.2232,0.3702,8138.0,0.2933,0.4145,5656.0,0.2038,0.132,4466.0,0.161,0.0433,2056.0,0.0741,0.0071,768.0,0.0277,469.0,0.0169,2496.1074,0.0081,15241.0,0.5493,12507.0,0.4507,6193.0,0.2232,19119.0,0.689,5382.0,2804.0,0.101,2578.0,0.0929,0.194,1435.0,433.0,0.0156,1002.0,0.0361,0.0517,12302.0,4664.0,0.1681,7637.0,0.2752,0.4433,2435.0,0.0878,27747.0,2.9434,3.9261,8397.0,0.3026,3027.0,0.1091,4430.0,0.1597,26676.9236,0.3526,19163.0,8585.0,2374.0,70740.677,46733.87,14761.0,0.1951,3.4715,0.6272,0.0,41.0,0.0016,0.3712,27747.0,2499.8231,0.033,30387.85,0.00824,6805.7225,-506.0,383.0,3.0,75654.0,6.635,3.0924,4.1884,3107.0,0.112,7758889.0,43246924.0,276992176.0,24739519.0,235419.0,27747.0,17853.9065,0.236
