store_num,medhhinc_dma,medhhinc_1mi,age0018_ta,age0018_p_ta,age65pl_ta,age65pl_p_ta,age85pl_ta,age85pl_p_ta,asian_ta,asian_p_ta,avg_faminc_ta,avghhinc_ta,black_ta,black_p_ta,boomer_ta,boomer_p_ta,com0002_p_ta,com0205_p_ta,com0508_p_ta,com0811_p_ta,com12pl_p_ta,crime_total_index_ta,daypop_dens_ta,disposable_inc_avg_ta,dtpop_ta,dtpop_children_at_home_ta,dtpop_children_at_home_p_ta,dtpop_homemakers_ta,dtpop_homemakers_p_ta,dtpop_retired_disabled_ta,dtpop_retired_disabled_p_ta,dtpop_students_ta,dtpop_students_9th_12th_ta,dtpop_students_9th_12th_p_ta,dtpop_students_p_ta,dtpop_students_post_secondary_ta,dtpop_students_post_secondary_p_ta,dtpop_students_prek_8th_ta,dtpop_students_prek_8th_p_ta,dtpop_unemployed_ta,dtpop_unemployed_p_ta,dtpop_work_at_home_ta,dtpop_work_at_home_p_ta,edu_9to12_ta,edu_9to12_p_ta,edu_assocdeg_ta,edu_assocdeg_p_ta,edu_bach_ta,edu_bach_p_ta,edu_bachplus_ta,edu_bachplus_female_ta,edu_bachplus_female_p_ta,edu_bachplus_male_ta,edu_bachplus_male_p_ta,edu_bachplus_p_ta,edu_doctorate_ta,edu_doctorate_p_ta,edu_highsch_ta,edu_highsch_p_ta,edu_lt9_ta,edu_lt9_p_ta,edu_master_ta,edu_master_p_ta,edu_profdeg_ta,edu_profdeg_p_ta,edu_somecollege_ta,edu_somecollege_p_ta,emp_accommodation_foodserv_p_ta,emp_admin_support_p_ta,emp_arts_entertainment_p_ta,emp_construction_p_ta,emp_educ_services_p_ta,emp_finance_insurance_p_ta,emp_healthcare_social_assistance_p_ta,emp_information_p_ta,emp_management_p_ta,emp_manfacturing_p_ta,emp_military_ta,emp_mining_p_ta,emp_other_p_ta,emp_p_ta,emp_professional_scientific_p_ta,emp_publicadmin_p_ta,emp_realestate_rentlease_p_ta,emp_retail_trade_p_ta,emp_transportation_storage_p_ta,emp_unknown_ta,emp_utilities_p_ta,emp_wholesale_trade_p_ta,empcy_ta,gdp_ta,genx_ta,genx_p_ta,genz_ta,genz_p_ta,gq_college_p_ta,gq_military_p_ta,gq_other_p_ta,hh_0vehicle_p_ta,hh_1pers_ta,hh_1pers_p_ta,hh_1vehicle_p_ta,hh_2pers_ta,hh_2pers_p_ta,hh_2vehicle_p_ta,hh_3pers_ta,hh_3pers_p_ta,hh_3vehicle_p_ta,hh_4pers_ta,hh_4pers_p_ta,hh_4vehicle_p_ta,hh_5pers_ta,hh_5pers_p_ta,hh_5vehicle_p_ta,hh_6pers_ta,hh_6pers_p_ta,hh_7pers_ta,hh_7pers_p_ta,hh_dens_ta,hh_inc_gt_500k_p_ta,hh_inc_gt_75k_ta,hh_inc_gt_75k_p_ta,hh_inc_lt_75k_ta,hh_inc_lt_75k_p_ta,hh_type_1pers_ta,hh_type_1pers_p_ta,hh_type_fam_ta,hh_type_fam_p_ta,hh_type_female_ta,hh_type_female_child_ta,hh_type_female_child_p_ta,hh_type_female_nochild_ta,hh_type_female_nochild_p_ta,hh_type_female_p_ta,hh_type_male_ta,hh_type_male_child_ta,hh_type_male_child_p_ta,hh_type_male_nochild_ta,hh_type_male_nochild_p_ta,hh_type_male_p_ta,hh_type_married_ta,hh_type_married_child_ta,hh_type_married_child_p_ta,hh_type_married_nochild_ta,hh_type_married_nochild_p_ta,hh_type_married_p_ta,hh_type_nonfam_ta,hh_type_nonfam_p_ta,hhcy_ta,hhgrfypy_ta,hhgrpycy_ta,hhinc100pl_ta,hhinc100pl_p_ta,hhinc150pl_ta,hhinc150pl_p_ta,hhinc30lt_ta,hhinc30lt_p_ta,hispanic_ta,hispanic_p_ta,hu_ownerocc_ta,hu_renterocc_ta,hu_vacant_ta,medhhinc_ta,medsalcy_ta,millenial_ta,millenial_p_ta,mortgage_avgrisk_ta,occ_bc_p_ta,occ_military_p_ta,occ_unclassified_ta,occ_unclassified_p_ta,occ_wc_p_ta,occhu_ta,other_ta,other_p_ta,percapita_inc_ta,pop5y_cagr_ta,pop_dens_ta,pop_migration_ta,pop_seasonal_ta,pop_transient_ta,popcy_ta,popgr10cn_ta,popgrfy_ta,popgrpy_ta,poverty_inpoverty_ta,poverty_inpoverty_p_ta,spend_breakfastbrunch_ta,spend_dinner_ta,spend_foodbev_ta,spend_lunch_ta,wealth_hhavg_ta,wealth_hhtotal_ta,white_ta,white_p_ta
SK 0079,62779.0,82987.0,10914.0,0.2132,9629.0,0.1881,976.0,0.0191,1963.0,0.0383,140329.0,174545.0,3104.0002,0.0606,12637.0,0.2468,0.1513,0.2045,0.2588,0.1521,0.2296,110.0,4055.1579,102700.0,63852.0,8842.0,0.1385,5206.0,0.0815,8542.0,0.1338,2457.0,183.0,0.0029,0.0385,1757.0,0.0275,517.0,0.0081,693.0,0.0109,2905.0,0.0455,1122.0,0.031,2912.0,0.0805,11581.0,0.3202,22132.0,11607.0,0.321,10525.0,0.291,0.612,1402.0,0.0388,5049.0,0.1396,553.0,0.0153,5695.0,0.1575,3454.0,0.0955,4395.0,0.1215,0.0646,0.0304,0.0175,0.0279,0.0358,0.0464,0.3163,0.019,0.0205,0.0286,0.0,0.001,0.0593,0.5514,0.1013,0.0422,0.0272,0.1472,0.005,0.0017,0.0019,0.0041,35207.0,7276991.0,9070.0,0.1772,6056.0,0.1183,0.0,0.0,0.2604,0.0762,5942.0,0.2866,0.3735,6739.0,0.325,0.3745,3387.0,0.1633,0.1152,2790.0,0.1346,0.0401,1265.0,0.061,0.0205,406.0,0.0196,206.0,0.0099,1316.853,0.0412,13190.0,0.6361,7545.0,0.3639,5942.0,0.2866,12754.0,0.6151,2263.0,984.0,0.0475,1279.0,0.0617,0.1091,623.0,213.0,0.0103,410.0,0.0198,0.03,9868.0,3855.0,0.1859,6013.0,0.29,0.4759,2039.0,0.0983,20735.0,3.7338,3.3325,10069.0,0.4856,7029.0,0.339,3517.0,0.1696,28612.9988,0.5589,12631.0,8104.0,2593.0,95888.4307,49389.69,10458.0,0.2043,3.3191,0.5814,0.0,117.0,0.0033,0.4153,20735.0,936.0,0.0183,70743.37,0.006147,3251.2646,-955.0,286.0,846.0,51194.0,6.0874,3.6013,3.1117,2413.0,0.1164,5393814.0,31436454.0,196727545.0,17262866.0,262268.0,20735.0,16577.9993,0.3238
SK 1642,85170.0,126362.0,7937.0,0.1768,8491.0,0.1892,686.0,0.0153,1229.0,0.0274,144612.0,148228.0,1887.0,0.042,13127.0,0.2924,0.0609,0.0729,0.0523,0.0949,0.7175,32.0,519.4,109127.0,35599.0,6758.0,0.1898,3278.0,0.0921,7503.0,0.2108,2298.0,211.0,0.0059,0.0646,1721.0,0.0483,366.0,0.0103,674.0,0.0189,2481.0,0.0697,1312.0,0.0411,2606.0,0.0816,9361.0,0.293,15751.0,8213.0,0.257,7538.0,0.2359,0.4929,861.0,0.0269,6089.0,0.1906,388.0,0.0121,4703.0,0.1472,826.0,0.0259,5807.0,0.1817,0.0629,0.0207,0.0275,0.098,0.1099,0.022,0.2921,0.0201,0.001,0.0424,0.0,0.0,0.075,0.3541,0.0419,0.0137,0.0136,0.1348,0.0055,0.0044,0.0,0.0071,12607.0,3742491.0,7292.0,0.1625,6927.0,0.1543,0.0,0.0,0.0339,0.0202,2583.0,0.1682,0.1798,4907.0,0.3195,0.4254,2856.0,0.186,0.2395,3131.0,0.2039,0.092,1325.0,0.0863,0.0432,396.0,0.0258,158.0,0.0103,224.0486,0.033,12022.0,0.7829,3334.0,0.2171,2583.0,0.1682,12145.0,0.7909,1144.0,592.0,0.0386,552.0,0.0359,0.0745,320.0,221.0,0.0144,99.0,0.0064,0.0208,10681.0,4738.0,0.3085,5943.0,0.387,0.6956,628.0,0.0409,15356.0,4.1944,4.7994,9632.0,0.6272,5933.0,0.3864,1136.0,0.074,1378.0,0.0307,13176.0,2180.0,457.0,125353.1077,48681.34,8359.0,0.1862,3.454,0.5952,0.0,136.0,0.0108,0.394,15356.0,976.0,0.0217,51700.29,0.009212,654.9148,179.0,137.0,0.0,44887.0,9.4197,4.09,4.6918,570.0,0.0371,4543218.0,26898887.0,157043125.0,14839019.0,280923.0,15356.0,39417.001,0.8781
SK 1128,76139.0,94061.0,22854.0,0.2999,8501.0,0.1116,526.0,0.0069,5044.1563,0.0662,130073.0,137840.0,7304.1707,0.0959,12964.0,0.1701,0.0132,0.0183,0.0026,0.0022,0.9582,240.0,16685.2415,97167.0,106156.0,17716.0,0.1669,3435.0,0.0324,7608.0,0.0717,2577.0,191.0,0.0018,0.0243,1223.0,0.0115,1163.0,0.011,1180.0,0.0111,4963.0,0.0468,1526.0,0.0302,2066.0,0.0408,20213.0,0.3995,34228.0,15343.0,0.3032,18885.0,0.3732,0.6765,1309.0,0.0259,3687.0,0.0729,2224.0,0.044,8562.0,0.1692,4143.0,0.0819,6865.0,0.1357,0.102,0.0443,0.0255,0.0899,0.0151,0.0849,0.2219,0.033,0.0074,0.0227,0.0,0.0062,0.0366,0.6469,0.1713,0.0098,0.0423,0.0606,0.0154,0.0055,0.0019,0.0027,68677.0,15395334.0,20175.0,0.2648,4988.0,0.0655,0.0,0.0,0.4771,0.0708,24414.0,0.5542,0.5383,13517.0,0.3068,0.3374,2945.0,0.0669,0.0461,1503.0,0.0341,0.0056,918.0,0.0208,0.0018,418.0,0.0095,337.0,0.0077,6923.8783,0.03,29707.0,0.6744,14344.0,0.3256,24414.0,0.5542,12554.0,0.285,2140.0,1074.0,0.0244,1066.0,0.0242,0.0486,1002.0,184.0,0.0042,818.0,0.0186,0.0227,9412.0,2095.0,0.0476,7317.0,0.1661,0.2137,7083.0,0.1608,44051.0,9.6832,14.836,20962.0,0.4758,11888.0,0.2699,5586.0,0.1268,17258.2553,0.2265,16800.0,27251.0,6171.0,94709.454,51724.76,14402.0,0.189,2.7048,0.6113,0.0,420.0,0.0061,0.3826,44051.0,1755.0711,0.023,79784.15,0.026993,11976.0179,-941.0,1139.0,1472.0,76194.0,6.2018,9.3979,14.2449,4358.0,0.0989,7388379.0,43388337.0,267863493.0,23731273.0,242078.0,44051.0,44832.8321,0.5884
SK 0497,59487.0,53693.0,18281.0,0.1942,22359.0,0.2376,2324.0,0.0247,1674.0228,0.0178,96390.0,89083.0,3537.5484,0.0376,26221.0,0.2786,0.1038,0.2877,0.1871,0.0656,0.3551,91.0,1915.9747,69046.0,111630.0,15305.0,0.1371,6945.0,0.0622,20035.0,0.1795,11190.0,397.0,0.0036,0.1002,9923.0,0.0889,869.0,0.0078,1024.0,0.0092,3242.0,0.029,2544.0,0.0375,6314.0,0.0932,13225.0,0.1952,21618.0,11179.0,0.165,10439.0,0.1541,0.319,824.0,0.0122,21923.0,0.3235,862.0,0.0127,6008.0,0.0887,1562.0,0.023,14499.0,0.214,0.0631,0.0258,0.0169,0.0302,0.0559,0.0632,0.2947,0.018,0.0018,0.0926,0.0,0.0019,0.059,0.4828,0.05,0.022,0.014,0.1549,0.022,0.0028,0.0005,0.0092,53890.0,7815652.0,15800.0,0.1679,12073.0,0.1283,0.0,0.0,0.0885,0.0425,12311.0,0.3042,0.325,15008.0,0.3708,0.4212,5926.0,0.1464,0.1488,4565.0,0.1128,0.0467,1860.0,0.046,0.0159,585.0,0.0144,215.0,0.0053,694.5872,0.0121,20837.0,0.5149,19632.0,0.4851,12311.0,0.3042,25469.0,0.6294,3638.0,1972.0,0.0487,1667.0,0.0412,0.0899,1799.0,848.0,0.021,951.0,0.0235,0.0445,20032.0,6452.0,0.1594,13580.0,0.3356,0.495,2688.0,0.0664,40469.0,-0.7304,-0.5266,11895.0,0.2939,5184.0,0.1281,7858.0,0.1942,1823.457,0.0194,28369.0,12099.0,2933.0,64742.4193,42803.32,16337.0,0.1736,2.5864,0.6272,0.0,180.0,0.0033,0.3694,40469.0,2110.7976,0.0224,38861.01,-0.000961,1615.4838,362.0,632.0,1202.0,94123.0,0.1766,-0.6918,-0.4796,3050.0,0.0754,8820762.0,47982441.0,321999856.0,27628978.0,241144.0,40469.0,84977.0011,0.9028
SK 0365,72903.0,29411.0,14638.0,0.3223,3407.0,0.075,164.0,0.0036,649.2873,0.0143,48819.0,48458.0,13848.9587,0.3049,6230.0,0.1372,0.0202,0.1071,0.1307,0.1748,0.5667,200.0,5956.4096,42307.0,75575.0,11840.0,0.1567,7515.0,0.0994,3003.0,0.0397,14904.0,281.0,0.0037,0.1972,13931.0,0.1843,693.0,0.0092,875.0,0.0116,685.0,0.0091,3800.0,0.1439,2025.0,0.0767,1801.0,0.0682,2499.0,1430.0,0.0541,1069.0,0.0405,0.0946,72.0,0.0027,7691.0,0.2912,5139.0,0.1946,403.0,0.0153,223.0,0.0084,5255.0,0.199,0.044,0.068,0.011,0.1736,0.0766,0.0356,0.0815,0.0251,0.0116,0.0839,0.0,0.0358,0.0291,0.4863,0.1204,0.0223,0.0232,0.1022,0.0364,0.0031,0.0005,0.0158,36752.0,3842728.0,8972.0,0.1975,7689.0,0.1693,0.0,0.0,0.0,0.1125,4298.0,0.276,0.4841,3546.0,0.2277,0.2699,2665.0,0.1711,0.0931,2208.0,0.1417,0.0339,1422.0,0.0913,0.0065,743.0,0.0477,693.0,0.0445,1227.5285,0.0014,3703.0,0.2377,11872.0,0.7623,4298.0,0.276,10316.0,0.6624,3589.0,2744.0,0.1762,845.0,0.0543,0.2304,1623.0,834.0,0.0535,789.0,0.0507,0.1042,5105.0,2589.0,0.1662,2516.0,0.1615,0.3277,961.0,0.0617,15575.0,2.9496,-0.1234,1490.0,0.0957,502.0,0.0322,6206.0,0.3985,27802.6584,0.6122,4368.0,11207.0,2749.0,37162.3784,54185.3,10171.0,0.224,2.9661,0.6911,0.0,117.0,0.0032,0.3057,15575.0,765.2086,0.0168,16617.85,-0.000649,3579.5099,-1018.0,55.0,3247.0,45417.0,20.1388,2.8326,-0.3243,4050.0,0.2601,4180733.0,21401352.0,138883490.0,12485290.0,166557.0,15575.0,2350.4769,0.0518
SK 1539,103717.0,134641.0,6788.0,0.1956,7111.0,0.2049,528.0,0.0152,8474.8272,0.2442,171155.0,242266.0,1562.3232,0.045,9716.0,0.2799,0.2091,0.1538,0.1828,0.196,0.256,123.0,9511.6907,127010.0,141746.0,5709.0,0.0403,2329.0,0.0164,6061.0,0.0428,2323.0,161.0,0.0011,0.0164,1843.0,0.013,319.0,0.0023,486.0,0.0034,3236.0,0.0228,239.0,0.0097,911.0,0.0372,8338.0,0.3405,20132.0,9926.0,0.4054,10205.0,0.4168,0.8222,1599.0,0.0653,1126.0,0.046,414.0,0.0169,7935.0,0.3241,2260.0,0.0923,1663.0,0.0679,0.0513,0.0427,0.0172,0.0242,0.0158,0.1005,0.1683,0.0743,0.0036,0.0307,0.0,0.0,0.0411,0.8579,0.2286,0.0062,0.0217,0.1412,0.0116,0.0127,0.0005,0.007,121602.0,8091913.0,6250.0,0.1801,4900.0,0.1412,0.0,0.0,0.7273,0.0324,3728.0,0.2702,0.3159,4505.0,0.3265,0.4226,2235.0,0.162,0.1732,2065.0,0.1497,0.0388,887.0,0.0643,0.017,249.0,0.0181,127.0,0.0092,925.7985,0.0491,11496.0,0.8333,2300.0,0.1667,3728.0,0.2702,9240.0,0.6698,1077.0,487.0,0.0353,590.0,0.0428,0.078,281.0,134.0,0.0097,146.0,0.0106,0.0203,7883.0,3510.0,0.2544,4374.0,0.317,0.5714,828.0,0.06,13797.0,7.4518,11.1374,9548.0,0.692,7147.0,0.5181,876.0,0.0635,2133.5104,0.0615,9300.0,4497.0,868.0,156022.3459,52733.48,5721.0,0.1648,3.4415,0.5839,0.0,1605.0,0.0132,0.4029,13797.0,1519.0459,0.0438,96371.75,0.020475,2329.0592,678.0,355.0,3684.0,34708.0,11.2906,7.2293,10.6652,606.0,0.0439,3814722.0,23303507.0,140999713.0,12548354.0,297276.0,13797.0,21018.6167,0.6056
SK 0909,60601.0,74717.0,6100.0,0.2428,3523.0,0.1402,227.0,0.009,318.5474,0.0127,81613.0,80055.0,1366.3028,0.0544,5276.0,0.21,0.032,0.0642,0.0921,0.0693,0.7412,71.0,274.3087,67138.0,19021.0,4912.0,0.2582,4011.0,0.2109,2913.0,0.1531,1455.0,130.0,0.0068,0.0765,1043.0,0.0548,282.0,0.0148,247.0,0.013,469.0,0.0247,1659.0,0.1005,1098.0,0.0665,2054.0,0.1244,2905.0,1929.0,0.1168,976.0,0.0591,0.1759,133.0,0.0081,6859.0,0.4154,461.0,0.0279,674.0,0.0408,44.0,0.0027,3529.0,0.2137,0.0893,0.0191,0.0154,0.0523,0.1249,0.0367,0.1889,0.0118,0.0,0.0505,0.0,0.0,0.0558,0.2636,0.0323,0.0481,0.0337,0.1988,0.0309,0.0006,0.002,0.0052,5014.0,1109765.0,4980.0,0.1982,3951.0,0.1573,0.0,0.0,1.0,0.0679,1779.0,0.1958,0.3122,2857.0,0.3145,0.4236,1824.0,0.2007,0.1529,1533.0,0.1687,0.0292,731.0,0.0805,0.0143,248.0,0.0273,113.0,0.0125,131.0287,0.0059,4725.0,0.5201,4360.0,0.4799,1779.0,0.1958,6642.0,0.731,1292.0,761.0,0.0837,532.0,0.0585,0.1422,435.0,213.0,0.0235,221.0,0.0243,0.0478,4915.0,2627.0,0.2891,2288.0,0.2518,0.5409,665.0,0.0732,9086.0,3.7898,2.0884,2747.0,0.3023,701.0,0.0772,1942.0,0.2137,497.6974,0.0198,7212.0,1874.0,525.0,66601.8719,41539.82,4921.0,0.1959,2.9841,0.6558,0.0,10.0,0.002,0.3422,9086.0,527.1064,0.021,28968.59,0.00414,362.348,666.0,26.0,0.0,25126.0,34.6152,3.793,2.0873,1400.0,0.1541,2420956.0,13314183.0,86907835.0,7710339.0,228730.0,9086.0,22416.1301,0.8922
SK 1263,62779.0,85644.0,10342.0,0.2042,9171.0,0.1811,747.0,0.0147,3058.0002,0.0604,112669.0,114787.0,4724.9999,0.0933,13812.0,0.2727,0.0388,0.055,0.1225,0.1294,0.6503,81.0,3063.7795,91389.0,40456.0,8452.0,0.2089,3820.0,0.0944,7546.0,0.1865,2455.0,212.0,0.0052,0.0607,1763.0,0.0436,480.0,0.0119,854.0,0.0211,1609.0,0.0398,1920.0,0.0539,4041.0,0.1135,8532.0,0.2397,13291.0,6904.0,0.194,6387.0,0.1795,0.3734,337.0,0.0095,8301.0,0.2332,1025.0,0.0288,3227.0,0.0907,1195.0,0.0336,7014.0,0.1971,0.0616,0.0469,0.0354,0.0345,0.1022,0.0494,0.2418,0.0181,0.0004,0.0131,0.0,0.0,0.0753,0.3886,0.0763,0.0276,0.0317,0.1596,0.0109,0.0013,0.0031,0.0081,15720.0,3348988.0,8669.0,0.1711,6907.0,0.1364,0.0,0.0,0.5534,0.0307,2730.0,0.158,0.2612,5066.0,0.2931,0.46,3786.0,0.2191,0.1872,3442.0,0.1992,0.0404,1474.0,0.0853,0.0205,503.0,0.0291,281.0,0.0163,1308.7857,0.0177,11466.0,0.6635,5816.0,0.3365,2730.0,0.158,13879.0,0.8031,2531.0,1476.0,0.0854,1055.0,0.061,0.1465,1094.0,584.0,0.0338,510.0,0.0295,0.0633,10254.0,4348.0,0.2516,5906.0,0.3417,0.5933,673.0,0.0389,17282.0,2.2625,2.5576,7993.0,0.4625,4427.0,0.2562,2300.0,0.1331,16693.0001,0.3296,13917.0,3365.0,964.0,92662.9219,47536.35,9833.0,0.1941,3.4679,0.6039,0.0,45.0,0.0029,0.3933,17282.0,1814.0001,0.0358,39244.83,0.004744,3836.01,-331.0,119.0,0.0,50653.0,12.8536,2.1883,2.3947,1344.0,0.0778,5170737.0,29554193.0,187599366.0,16578420.0,254745.0,17282.0,24363.0006,0.481
SK 1748,68736.0,66552.0,17529.0,0.2423,13291.0,0.1837,1168.0,0.0161,2077.9999,0.0287,106026.0,96008.0,4810.9999,0.0665,17138.0,0.2369,0.1405,0.3727,0.2258,0.1145,0.1459,88.0,5065.1002,78063.0,119401.0,14100.0,0.1181,3014.0,0.0252,12317.0,0.1032,3836.0,316.0,0.0026,0.0321,2685.0,0.0225,835.0,0.007,764.0,0.0064,3803.0,0.0319,1388.0,0.0283,4209.0,0.0857,16243.0,0.3307,24434.0,12073.0,0.2458,12361.0,0.2517,0.4975,594.0,0.0121,7684.0,0.1564,915.0,0.0186,6391.0,0.1301,1206.0,0.0246,10487.0,0.2135,0.0499,0.0532,0.0266,0.0572,0.0208,0.0391,0.1955,0.0519,0.0017,0.0914,0.0,0.0004,0.0426,0.6831,0.1011,0.0172,0.0183,0.1739,0.0355,0.0024,0.0015,0.0189,81567.0,7750431.0,13653.0,0.1887,9151.0,0.1265,0.0,0.0,0.2638,0.037,9026.0,0.2974,0.3287,10592.0,0.349,0.4553,4811.0,0.1585,0.124,3601.0,0.1187,0.0429,1553.0,0.0512,0.0122,529.0,0.0174,237.0,0.0078,1287.4325,0.0118,18350.0,0.6046,11999.0,0.3954,9026.0,0.2974,19215.0,0.6331,3261.0,1844.0,0.0608,1417.0,0.0467,0.1074,1345.0,705.0,0.0232,640.0,0.0211,0.0443,14609.0,5267.0,0.1735,9342.0,0.3078,0.4814,2108.0,0.0695,30349.0,4.312,3.6937,11015.0,0.3629,4606.0,0.1518,3598.0,0.1186,6622.9998,0.0916,19140.0,11209.0,2014.0,78982.8545,47138.07,13222.0,0.1828,2.9853,0.6626,0.0,245.0,0.003,0.3344,30349.0,2415.9999,0.0334,40488.92,0.007633,3068.4744,-260.0,117.0,1633.0,72334.0,0.3012,4.392,3.8751,1477.0,0.0487,7112190.0,39999432.0,244232669.0,22775137.0,247308.0,30349.0,56405.9974,0.7798
SK 1690,58200.0,55163.0,14992.0,0.2316,11771.0,0.1818,1513.0,0.0234,2719.6254,0.042,80521.0,72889.0,7824.4666,0.1209,15004.0,0.2318,0.2198,0.2879,0.0721,0.106,0.3123,95.0,1940.3501,60733.0,62368.0,11934.0,0.1914,4956.0,0.0795,10250.0,0.1643,3278.0,273.0,0.0044,0.0526,2304.0,0.0369,701.0,0.0112,1003.0,0.0161,1057.0,0.017,2015.0,0.0449,4938.0,0.1101,8731.0,0.1946,12472.0,6067.0,0.1352,6405.0,0.1428,0.278,354.0,0.0079,11977.0,0.267,1749.0,0.039,2969.0,0.0662,418.0,0.0093,11712.0,0.2611,0.0809,0.0652,0.0214,0.0364,0.0447,0.0248,0.1862,0.0192,0.0208,0.043,0.0074,0.0007,0.0728,0.4792,0.0473,0.0983,0.0207,0.173,0.0285,0.0012,0.0024,0.0038,29889.0,3631288.0,11393.0,0.176,8136.0,0.1257,0.0,0.5955,0.0812,0.0684,8352.0,0.3057,0.4032,9642.0,0.3529,0.3723,4565.0,0.1671,0.1133,2866.0,0.1049,0.0296,1224.0,0.0448,0.0132,420.0,0.0154,254.0,0.0093,850.06,0.0061,11834.0,0.4331,15489.0,0.5669,8352.0,0.3057,16574.0,0.6066,2886.0,1629.0,0.0596,1257.0,0.046,0.1056,1407.0,660.0,0.0242,747.0,0.0273,0.0515,12280.0,4375.0,0.1601,7905.0,0.2893,0.4495,2397.0,0.0877,27323.0,0.8288,-1.4001,5752.0,0.2105,2128.0,0.0779,6165.0,0.2256,7417.8541,0.1146,15240.0,12083.0,3861.0,55751.6929,44797.74,13338.0,0.206,3.4696,0.6414,0.0075,44.0,0.0015,0.3496,27323.0,3312.8192,0.0512,31245.02,-0.002795,2014.0363,-114.0,1464.0,1416.0,64736.0,1.5601,0.7765,-1.3897,3353.0,0.1227,6342704.0,33776811.0,204424853.0,19576871.0,220758.0,27323.0,43461.353,0.6714
SK 0548,60601.0,62480.0,8385.0,0.2387,5422.0,0.1543,380.0,0.0108,340.0,0.0097,91484.0,88939.0,16642.9999,0.4738,7842.0,0.2232,0.0631,0.0844,0.0639,0.1008,0.6859,113.0,256.9372,73454.0,28217.0,6878.0,0.2438,3499.0,0.124,4518.0,0.1601,2095.0,189.0,0.0067,0.0742,1519.0,0.0538,387.0,0.0137,555.0,0.0197,367.0,0.013,1586.0,0.069,1558.0,0.0678,4338.0,0.1886,7047.0,4550.0,0.1979,2497.0,0.1086,0.3065,261.0,0.0114,7291.0,0.3171,532.0,0.0231,2066.0,0.0898,382.0,0.0166,4981.0,0.2166,0.0567,0.0064,0.0171,0.0155,0.1046,0.0227,0.328,0.0116,0.0062,0.0248,0.0,0.0,0.0683,0.3652,0.0206,0.1288,0.0178,0.1462,0.0099,0.0012,0.0079,0.0034,10305.0,1988015.0,6352.0,0.1808,5739.0,0.1634,0.0,0.0,0.0255,0.0448,2423.0,0.1973,0.32,3672.0,0.2989,0.3815,2472.0,0.2013,0.1764,2057.0,0.1675,0.0554,1060.0,0.0863,0.0219,356.0,0.029,243.0,0.0198,111.846,0.0074,6858.0,0.5583,5425.0,0.4417,2423.0,0.1973,9335.0,0.76,1856.0,1046.0,0.0852,810.0,0.0659,0.1511,932.0,491.0,0.04,441.0,0.0359,0.0759,6547.0,2930.0,0.2385,3617.0,0.2945,0.533,525.0,0.0427,12283.0,-3.2674,-4.0707,3987.0,0.3246,1889.0,0.1538,2155.0,0.1754,413.0,0.0118,9132.0,3151.0,1077.0,72687.1972,44705.76,6824.0,0.1942,3.0275,0.5388,0.0,37.0,0.0036,0.4576,12283.0,609.0,0.0173,31354.24,-0.00793,319.8853,407.0,36.0,0.0,35130.0,19.3573,-3.1725,-3.9026,1029.0,0.0838,3497107.0,19513717.0,124053487.0,11066315.0,238921.0,12283.0,17125.0001,0.4875
SK 0774,50265.0,61420.0,7340.0,0.227,6406.0,0.1981,533.0,0.0165,1326.6972,0.041,111358.0,103428.0,6871.8983,0.2126,8244.0,0.255,0.0692,0.177,0.2065,0.1366,0.4089,80.0,440.7327,77612.0,39293.0,6263.0,0.1594,2854.0,0.0726,5900.0,0.1501,1656.0,153.0,0.0039,0.0421,1141.0,0.029,362.0,0.0092,230.0,0.0058,1112.0,0.0283,704.0,0.0318,1831.0,0.0828,4753.0,0.2148,10750.0,5732.0,0.2591,5018.0,0.2268,0.4859,667.0,0.0302,4638.0,0.2096,354.0,0.016,3651.0,0.1651,1679.0,0.0759,3845.0,0.1738,0.1073,0.022,0.0105,0.0344,0.0458,0.0654,0.3241,0.0174,0.0,0.0251,0.0,0.004,0.05,0.5415,0.0835,0.016,0.0197,0.1377,0.0147,0.0016,0.0115,0.0066,21278.0,3270241.0,5682.0,0.1758,4373.0,0.1353,0.0,0.0,0.0111,0.0555,4029.0,0.2972,0.34,4797.0,0.3538,0.4116,2073.0,0.1529,0.1308,1622.0,0.1197,0.0368,694.0,0.0512,0.0253,230.0,0.017,112.0,0.0083,152.0856,0.0181,7588.0,0.5596,5971.0,0.4404,4029.0,0.2972,8839.0,0.6519,1530.0,764.0,0.0563,766.0,0.0565,0.1128,562.0,296.0,0.0219,266.0,0.0196,0.0415,6747.0,2448.0,0.1806,4298.0,0.317,0.4976,691.0,0.051,13559.0,4.1381,5.2897,4744.0,0.3499,2494.0,0.1839,2477.0,0.1827,1129.8669,0.0349,8982.0,4577.0,1046.0,73026.4464,43443.64,5744.0,0.1777,2.6913,0.6074,0.0,57.0,0.0027,0.3899,13559.0,825.6286,0.0255,43768.13,0.010057,362.6244,-297.0,175.0,24.0,32330.0,9.8382,4.0567,5.1309,1360.0,0.1003,3194314.0,17762462.0,110729521.0,10089375.0,251721.0,13559.0,22175.529,0.6859
